Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for,awards
1953,7,57,Kendall Sheets,,,,,Oklahoma State,Sr,,0,,,,,,
1953,8,66,Jim Scottie,,,,,West Virginia,Sr,,0,,,,,,
1953,9,75,Dick Gross,,,,,Wheaton (IL),Sr,,0,,,,,,
1953,10,83,Jim Gerber,,,,,Bowling Green,Sr,,0,,,,,,
1953,11,90,Will Bales,,,,,Eastern Kentucky,Sr,,0,,,,,,
1953,12,97,Bill Edwards,,,,,St. Bonaventure,Sr,,0,,,,,,
1953,13,104,Bob Goss,,,,,NC State,Sr,,0,,,,,,
1953,14,107,Paul Smaagard,,,,,Hamline,Sr,,0,,,,,,
1953,15,110,Kenny Sears,F,6-9,198.0,19.0,Santa Clara,So,,8,,,,,,
1953,16,113,John Kurz,,,,,Loyola Marymount,Sr,,0,,,,,,
1953,17,115,Ed Kohl,,,,,Regis,Sr,,0,,,,,,
1953,18,117,"Gene Lambert, Jr.",,,,,,,,0,,,,,,
1953,19,119,Tex Silverman,G,6-3,175.0,,George Washington,Sr,,0,,,,,,
1953,20,120,Nick Maguire,G,,,,Villanova,Sr,,0,,,,,,
1952,1,9,Clyde Lovellette,FC,6-8,225.0,22.0,Iowa,Sr,,0,77414.0,US,1963.0,0.0,LAL,
1952,2,19,Jack McMahon,G,6-1,185.0,23.0,St. John's,Sr,,8,77551.0,US,1959.0,0.0,ATL,
1952,3,29,Ronnie MacGilvray,G,6-2,185.0,21.0,St. John's,Sr,,1,77430.0,US,1954.0,0.0,ATL,
1952,4,39,Bryant Ivey,,,,,Alabama,Sr,,0,,,,,,
1952,5,49,Leroy Leslie,,,,,Notre Dame,Sr,,0,,,,,,
1952,6,59,Jewell McDowell,,,,,Texas A&M,Sr,,0,,,,,,
1952,7,69,Sam Miranda,G,5-10,170.0,,Indiana,Sr,,0,,,,,,
1952,8,78,Jerry Romney,G,6-2,175.0,,Brigham Young,Sr,,0,,,,,,
1952,9,85,Ray Royce,,,,,Houston,Sr,,0,,,,,,
1952,10,91,Arnold Smith,,,,,City College of New York,Sr,,0,,,,,,
1952,11,96,Ray Sonnenberg,,,,,Saint Louis,Sr,,0,,,,,,
1952,12,99,Ray Steiner,G,5-11,175.0,,Saint Louis,Sr,,0,,,,,,
1952,13,101,Bob Whitmer,F,6-2,204.0,,Florida State College,Sr,,0,,,,,,
1951,1,8,Sam Ranzino,G,6-1,185.0,23.0,NC State,Sr,,1,77912.0,US,1951.0,0.0,SAC,
1951,2,18,Mel Payton,GF,6-4,205.0,22.0,Northwestern,Sr,,1,77824.0,US,1952.0,1.0,INO,
1951,3,28,Fred Diute,SG,6-3,210.0,22.0,St. Bonaventure,Sr,,1,76578.0,US,1954.0,0.0,ATL,
1951,4,38,Elmer Behnke,F,6-7,210.0,22.0,Bradley,Sr,ROR to MIL,1,76141.0,US,1951.0,0.0,ATL,
1951,5,48,Michael Kearns,,,,,Notre Dame,Jr,,0,77230.0,US,1954.0,0.0,GSW,
1951,6,58,Jim Ove,C,6-5,,,Valparaiso,Sr,,0,,,,,,
1951,7,68,George Dempsey,,,,,Southern Methodist,Sr,,0,76555.0,US,1958.0,0.0,GSW,
1951,8,77,Jim Phelan,,,,,Lafayette,Sr,,0,77849.0,US,1953.0,0.0,GSW,
1950,1,10,Kevin O'Shea,F,6-6,210.0,23.0,San Francisco,Sr,,2,77773.0,US,1952.0,1.0,BAL,
1950,2,22,George Stanich,G,,,21.0,UCLA,Sr,,0,,,,,,
1950,3,34,Bob Roper,,,,,John Carroll,Sr,,0,,,,,,
1950,4,46,Chet Giermak,F,6-6,195.0,21.0,William & Mary,Sr,,0,,,,,,
1950,5,58,Joe Nelson,F,6-2,175.0,,Brigham Young,Sr,,0,,,,,,
1950,6,70,John Givens,,,,,Western Kentucky,Sr,,0,,,,,,
1950,7,82,Dan Kahler,,,,,Southwestern College (KS),Sr,,0,,,,,,
1950,8,94,Carl Kraushaar,C,,,,UCLA,Sr,,0,,,,,,
1950,9,106,Warren Switzer,,,,,Rice,Sr,,0,,,,,,
1950,10,116,Harry Foley,,,,,Niagara,Sr,,0,,,,,,
1949,1,12,Pep Saul,GF,6-2,185.0,25.0,Seton Hall,Sr,,6,,,,,,
1949,2,24,Jack Coleman,PF,6-7,195.0,24.0,Louisville,Jr,,9,76414.0,US,1957.0,0.0,SAC,
1948,1,10,Bobby Wanzer,G,6-0,170.0,26.0,Seton Hall,Sr,,9,78453.0,US,1956.0,0.0,SAC,
1948,2,22,Bill Gabor,SG,5-11,170.0,25.0,Syracuse,Sr,,6,,,,,,
1948,3,34,Johnny Macknowski,G,6-0,180.0,25.0,Seton Hall,Sr,,2,77436.0,US,1950.0,0.0,PHI,
1948,4,46,Leo Kubiak,G,5-11,160.0,20.0,Bowling Green,Sr,ROR to WAT,1,77317.0,US,1949.0,1.0,WAT,
1948,5,58,Alex Athas,,,,,Tulane,Sr,,0,,,,,,
1948,6,69,Ed Keim,,,,,Niagara,Sr,,0,,,,,,
1948,7,80,Lionel Melamed,,,,,City College of New York,Sr,,0,,,,,,
1948,8,90,Hank O'Keefe,,,,,Canisius,Sr,,0,,,,,,
1948,9,99,Warren Stickel,,,,,Syracuse,Sr,,0,,,,,,
1948,10,107,Paul Yesavi,,,,,Niagara,Sr,,0,,,,,,
